month_year,vehicle_class,ev_sales_quantity
2016-04,Motorised Cycle (Cc > 25Cc),0
2016-04,Omni Bus,0
2016-04,Omni Bus (Private Use),0
2016-04,Power Tiller,0
2016-04,Power Tiller (Commercial),0
2016-04,Private Service Vehicle,0
2016-04,Private Service Vehicle (Individual Use),0
2016-04,Recovery Vehicle,0
2016-04,Road Roller,0
2016-04,Snorked Ladders,0
2016-04,Three Wheeler (Goods),3
2016-04,Three Wheeler (Passenger),81
2016-04,Three Wheeler (Personal),1
2016-04,Tow Truck,0
2016-04,Tractor (Commercial),0
2016-04,Tractor-Trolley(Commercial),0
2016-04,Trailer (Agricultural),6
2016-04,Trailer (Commercial),2
2016-04,Trailer For Personal Use,0
2016-04,Vehicle Fitted With Compressor,0
2016-04,Vehicle Fitted With Generator,0
2016-04,Vehicle Fitted With Rig,0
2016-05,Adapted Vehicle,1
2016-05,Agricultural Tractor,3
2016-05,Ambulance,0
2016-05,Animal Ambulance,0
2016-05,Articulated Vehicle,0
2016-05,Breakdown Van,0
2016-05,Bus,0
2016-05,Camper Van / Trailer,0
2016-05,Camper Van / Trailer (Private Use),0
2016-05,Cash Van,0
2016-05,Construction Equipment Vehicle,4
2016-05,Construction Equipment Vehicle (Commercial),0
2016-05,Crane Mounted Vehicle,8
2016-05,Dumper,0
2016-05,E-Rickshaw With Cart (G),9
2016-05,E-Rickshaw(P),3737
2016-05,Earth Moving Equipment,0
2016-05,Educational Institution Bus,0
2016-05,Excavator (Commercial),0
2016-05,Excavator (Nt),0
2016-05,Fire Fighting Vehicle,0
2016-05,Fire Tenders,0
2016-05,Fork Lift,2
2016-05,Goods Carrier,3
2016-05,Harvester,0
2016-05,Hearses,0
2016-05,Luxury Cab,0
2016-05,M-Cycle/Scooter,91
2016-05,M-Cycle/Scooter-With Side Car,0
2016-05,Maxi Cab,0
2016-05,Mobile Canteen,0
2016-05,Mobile Clinic,0
2016-05,Mobile Workshop,0
2016-05,Moped,9
2016-05,Motor Cab,0
2016-05,Motor Car,38
2016-05,Motor Cycle/Scooter-Sidecar(T),0
2016-05,Motor Cycle/Scooter-Used For Hire,0
2016-05,Motorised Cycle (Cc > 25Cc),0
2016-05,Omni Bus,0
2016-05,Omni Bus (Private Use),0
2016-05,Power Tiller (Commercial),0
2016-05,Private Service Vehicle,0
2016-05,Private Service Vehicle (Individual Use),0
2016-05,Recovery Vehicle,0
2016-05,Road Roller,0
2016-05,Three Wheeler (Goods),2
2016-05,Three Wheeler (Passenger),77
2016-05,Three Wheeler (Personal),0
2016-05,Tow Truck,0
2016-05,Tower Wagon,0
2016-05,Tractor (Commercial),0
2016-05,Tractor-Trolley(Commercial),0
2016-05,Trailer (Agricultural),4
2016-05,Trailer (Commercial),1
2016-05,Trailer For Personal Use,0
2016-05,Tree Trimming Vehicle,0
2016-05,Vehicle Fitted With Compressor,0
2016-05,Vehicle Fitted With Generator,0
2016-05,Vehicle Fitted With Rig,15
2016-06,Adapted Vehicle,0
2016-06,Agricultural Tractor,1
2016-06,Ambulance,0
2016-06,Animal Ambulance,0
2016-06,Articulated Vehicle,0
2016-06,Auxiliary Trailer,0
2016-06,Breakdown Van,0
2016-06,Bus,0
2016-06,Camper Van / Trailer,0
2016-06,Camper Van / Trailer (Private Use),0
2016-06,Cash Van,0
2016-06,Construction Equipment Vehicle,8
2016-06,Construction Equipment Vehicle (Commercial),0
2016-06,Crane Mounted Vehicle,4
2016-06,Dumper,0
2016-06,E-Rickshaw With Cart (G),11
2016-06,E-Rickshaw(P),4770
2016-06,Earth Moving Equipment,0
2016-06,Educational Institution Bus,0
2016-06,Excavator (Commercial),0
2016-06,Excavator (Nt),0
2016-06,Fire Fighting Vehicle,0
2016-06,Fire Tenders,0
2016-06,Fork Lift,5
2016-06,Goods Carrier,3
2016-06,Harvester,0
2016-06,Hearses,0
2016-06,Library Van,0
2016-06,Luxury Cab,0
2016-06,M-Cycle/Scooter,140
2016-06,M-Cycle/Scooter-With Side Car,0
2016-06,Maxi Cab,0
2016-06,Mobile Clinic,0
2016-06,Mobile Workshop,0
2016-06,Moped,9
2016-06,Motor Cab,2
2016-06,Motor Car,39
2016-06,Motor Cycle/Scooter-Sidecar(T),0
2016-06,Motor Cycle/Scooter-Used For Hire,0
2016-06,Motorised Cycle (Cc > 25Cc),0
2016-06,Omni Bus,0
2016-06,Omni Bus (Private Use),0
2016-06,Power Tiller (Commercial),0
2016-06,Private Service Vehicle,0
2016-06,Private Service Vehicle (Individual Use),0
2016-06,Recovery Vehicle,0
2016-06,Road Roller,1
2016-06,Three Wheeler (Goods),1
2016-06,Three Wheeler (Passenger),121
2016-06,Three Wheeler (Personal),0
2016-06,Tow Truck,0
2016-06,Tower Wagon,0
2016-06,Tractor (Commercial),1
2016-06,Tractor-Trolley(Commercial),0
2016-06,Trailer (Agricultural),3
2016-06,Trailer (Commercial),0
2016-06,Trailer For Personal Use,0
2016-06,Vehicle Fitted With Compressor,0
2016-06,Vehicle Fitted With Generator,0
2016-06,Vehicle Fitted With Rig,0
2016-07,Adapted Vehicle,0
2016-07,Agricultural Tractor,3
2016-07,Ambulance,0
2016-07,Animal Ambulance,0
2016-07,Articulated Vehicle,0
2016-07,Breakdown Van,0
2016-07,Bus,0
2016-07,Camper Van / Trailer,0
2016-07,Camper Van / Trailer (Private Use),0
2016-07,Cash Van,0
2016-07,Construction Equipment Vehicle,5
2016-07,Construction Equipment Vehicle (Commercial),0
2016-07,Crane Mounted Vehicle,0
2016-07,Dumper,0
2016-07,E-Rickshaw With Cart (G),13
2016-07,E-Rickshaw(P),4067
2016-07,Earth Moving Equipment,0
2016-07,Educational Institution Bus,0
2016-07,Excavator (Commercial),0
2016-07,Excavator (Nt),0
2016-07,Fire Fighting Vehicle,0
2016-07,Fire Tenders,0
2016-07,Fork Lift,0
2016-07,Goods Carrier,5
2016-07,Harvester,0
2016-07,Hearses,0
2016-07,Luxury Cab,0
2016-07,M-Cycle/Scooter,120
2016-07,M-Cycle/Scooter-With Side Car,0
2016-07,Maxi Cab,0
2016-07,Mobile Canteen,0
2016-07,Mobile Clinic,0
2016-07,Mobile Workshop,0
2016-07,Moped,10
2016-07,Motor Cab,0
2016-07,Motor Car,47
2016-07,Motor Cycle/Scooter-Sidecar(T),0
2016-07,Motor Cycle/Scooter-Used For Hire,0
2016-07,Motorised Cycle (Cc > 25Cc),0
2016-07,Omni Bus,0
2016-07,Omni Bus (Private Use),0
2016-07,Power Tiller (Commercial),0
2016-07,Private Service Vehicle,0
2016-07,Private Service Vehicle (Individual Use),0
2016-07,Recovery Vehicle,0
2016-07,Road Roller,0
2016-07,Three Wheeler (Goods),5
2016-07,Three Wheeler (Passenger),95
2016-07,Three Wheeler (Personal),1
2016-07,Tow Truck,0
2016-07,Tower Wagon,0
2016-07,Tractor (Commercial),0
2016-07,Tractor-Trolley(Commercial),0
2016-07,Trailer (Agricultural),6
2016-07,Trailer (Commercial),3
2016-07,Trailer For Personal Use,0
2016-07,Vehicle Fitted With Compressor,0
2016-07,Vehicle Fitted With Generator,0
2016-07,Vehicle Fitted With Rig,0
2016-08,Adapted Vehicle,0
2016-08,Agricultural Tractor,2
2016-08,Ambulance,0
2016-08,Animal Ambulance,0
2016-08,Articulated Vehicle,0
2016-08,Breakdown Van,0
2016-08,Bus,0
2016-08,Camper Van / Trailer,0
2016-08,Camper Van / Trailer (Private Use),0
2016-08,Cash Van,0
2016-08,Construction Equipment Vehicle,10
2016-08,Construction Equipment Vehicle (Commercial),0
2016-08,Crane Mounted Vehicle,0
2016-08,Dumper,0
2016-08,E-Rickshaw With Cart (G),10
2016-08,E-Rickshaw(P),3741
2016-08,Earth Moving Equipment,0
2016-08,Educational Institution Bus,0
2016-08,Excavator (Commercial),0
2016-08,Excavator (Nt),0
2016-08,Fire Fighting Vehicle,0
2016-08,Fire Tenders,0
2016-08,Fork Lift,1
2016-08,Goods Carrier,7
2016-08,Harvester,0
2016-08,Hearses,0
2016-08,Luxury Cab,0
2016-08,M-Cycle/Scooter,77
2016-08,M-Cycle/Scooter-With Side Car,0
2016-08,Maxi Cab,0
2016-08,Mobile Canteen,0
2016-08,Mobile Clinic,0
2016-08,Mobile Workshop,0
2016-08,Moped,7
2016-08,Motor Cab,2
2016-08,Motor Car,56
2016-08,Motor Cycle/Scooter-Sidecar(T),0
2016-08,Motor Cycle/Scooter-Used For Hire,0
2016-08,Motorised Cycle (Cc > 25Cc),0
2016-08,Omni Bus,0
2016-08,Omni Bus (Private Use),0
2016-08,Power Tiller (Commercial),0
2016-08,Private Service Vehicle,0
2016-08,Private Service Vehicle (Individual Use),0
2016-08,Recovery Vehicle,0
2016-08,Road Roller,0
2016-08,Three Wheeler (Goods),3
2016-08,Three Wheeler (Passenger),98
2016-08,Three Wheeler (Personal),1
2016-08,Tow Truck,0
2016-08,Tower Wagon,0
2016-08,Tractor (Commercial),0
2016-08,Tractor-Trolley(Commercial),0
2016-08,Trailer (Agricultural),7
2016-08,Trailer (Commercial),0
2016-08,Trailer For Personal Use,0
2016-08,Vehicle Fitted With Compressor,0
2016-08,Vehicle Fitted With Generator,0
2016-08,Vehicle Fitted With Rig,0
2016-09,Adapted Vehicle,0
2016-09,Agricultural Tractor,2
2016-09,Ambulance,0
2016-09,Animal Ambulance,0
2016-09,Articulated Vehicle,0
2016-09,Breakdown Van,0
2016-09,Bulldozer,0
2016-09,Bus,0
2016-09,Camper Van / Trailer,0
2016-09,Camper Van / Trailer (Private Use),0
2016-09,Cash Van,0
2016-09,Construction Equipment Vehicle,6
2016-09,Construction Equipment Vehicle (Commercial),0
2016-09,Crane Mounted Vehicle,0
2016-09,Dumper,0
2016-09,E-Rickshaw With Cart (G),16
2016-09,E-Rickshaw(P),3823
2016-09,Earth Moving Equipment,0
2016-09,Educational Institution Bus,0
2016-09,Excavator (Commercial),0
2016-09,Excavator (Nt),0
2016-09,Fire Fighting Vehicle,0
2016-09,Fire Tenders,0
2016-09,Fork Lift,2
2016-09,Goods Carrier,2
2016-09,Harvester,0
2016-09,Hearses,0
2016-09,Luxury Cab,0
2016-09,M-Cycle/Scooter,103
2016-09,M-Cycle/Scooter-With Side Car,0
2016-09,Maxi Cab,0
2016-09,Mobile Clinic,0
2016-09,Mobile Workshop,0
2016-09,Moped,1
2016-09,Motor Cab,2
2016-09,Motor Car,44
2016-09,Motor Cycle/Scooter-Sidecar(T),0
2016-09,Motor Cycle/Scooter-Used For Hire,0
2016-09,Motorised Cycle (Cc > 25Cc),0
2016-09,Omni Bus,0
2016-09,Omni Bus (Private Use),0
2016-09,Power Tiller,0
2016-09,Power Tiller (Commercial),0
2016-09,Private Service Vehicle,0
2016-09,Private Service Vehicle (Individual Use),0
2016-09,Recovery Vehicle,0
2016-09,Road Roller,0
2016-09,Semi-Trailer (Commercial),0
2016-09,Three Wheeler (Goods),1
2016-09,Three Wheeler (Passenger),164
2016-09,Three Wheeler (Personal),0
2016-09,Tow Truck,0
2016-09,Tower Wagon,0
2016-09,Tractor (Commercial),0
2016-09,Tractor-Trolley(Commercial),0
2016-09,Trailer (Agricultural),8
2016-09,Trailer (Commercial),0
2016-09,Trailer For Personal Use,0
2016-09,Tree Trimming Vehicle,0
2016-09,Vehicle Fitted With Compressor,0
2016-09,Vehicle Fitted With Generator,0
2016-09,Vehicle Fitted With Rig,0
2016-10,Adapted Vehicle,0
2016-10,Agricultural Tractor,2
2016-10,Ambulance,1
2016-10,Animal Ambulance,0
2016-10,Articulated Vehicle,1
2016-10,Breakdown Van,0
2016-10,Bus,1
2016-10,Camper Van / Trailer,0
2016-10,Camper Van / Trailer (Private Use),0
2016-10,Cash Van,0
2016-10,Construction Equipment Vehicle,12
2016-10,Construction Equipment Vehicle (Commercial),0
2016-10,Crane Mounted Vehicle,0
2016-10,Dumper,0
2016-10,E-Rickshaw With Cart (G),14
2016-10,E-Rickshaw(P),5923
2016-10,Earth Moving Equipment,0
2016-10,Educational Institution Bus,0
2016-10,Excavator (Commercial),0
2016-10,Excavator (Nt),0
2016-10,Fire Fighting Vehicle,0
2016-10,Fire Tenders,0
2016-10,Fork Lift,6
2016-10,Goods Carrier,18
2016-10,Harvester,0
2016-10,Hearses,0
2016-10,Library Van,0
2016-10,Luxury Cab,0
2016-10,M-Cycle/Scooter,138
2016-10,M-Cycle/Scooter-With Side Car,0
2016-10,Maxi Cab,0
2016-10,Mobile Canteen,0
2016-10,Mobile Clinic,0
2016-10,Mobile Workshop,0
2016-10,Moped,5
2016-10,Motor Cab,1
2016-10,Motor Car,67
2016-10,Motor Cycle/Scooter-Sidecar(T),0
2016-10,Motor Cycle/Scooter-Used For Hire,0
2016-10,Motorised Cycle (Cc > 25Cc),0
2016-10,Omni Bus,0
2016-10,Omni Bus (Private Use),0
2016-10,Power Tiller (Commercial),0
2016-10,Private Service Vehicle,0
2016-10,Private Service Vehicle (Individual Use),0
2016-10,Recovery Vehicle,0
2016-10,Road Roller,0
2016-10,Three Wheeler (Goods),1
2016-10,Three Wheeler (Passenger),132
2016-10,Three Wheeler (Personal),0
2016-10,Tow Truck,0
2016-10,Tractor (Commercial),0
2016-10,Tractor-Trolley(Commercial),0
2016-10,Trailer (Agricultural),8
2016-10,Trailer (Commercial),3
2016-10,Trailer For Personal Use,0
2016-10,Vehicle Fitted With Compressor,0
2016-10,Vehicle Fitted With Generator,0
2016-10,Vehicle Fitted With Rig,3
2016-11,Adapted Vehicle,0
2016-11,Agricultural Tractor,2
2016-11,Ambulance,1
2016-11,Animal Ambulance,0
2016-11,Articulated Vehicle,0
2016-11,Breakdown Van,0
2016-11,Bulldozer,0
2016-11,Bus,1
2016-11,Camper Van / Trailer,0
2016-11,Camper Van / Trailer (Private Use),0
2016-11,Cash Van,0
2016-11,Construction Equipment Vehicle,13
2016-11,Construction Equipment Vehicle (Commercial),0
2016-11,Crane Mounted Vehicle,0
2016-11,Dumper,0
2016-11,E-Rickshaw With Cart (G),8
2016-11,E-Rickshaw(P),4472
2016-11,Earth Moving Equipment,0
2016-11,Educational Institution Bus,0
2016-11,Excavator (Commercial),0
2016-11,Excavator (Nt),0
2016-11,Fire Fighting Vehicle,0
2016-11,Fire Tenders,0
2016-11,Fork Lift,12
2016-11,Goods Carrier,3
2016-11,Harvester,0
2016-11,Hearses,0
2016-11,Luxury Cab,0
2016-11,M-Cycle/Scooter,111
2016-11,M-Cycle/Scooter-With Side Car,0
2016-11,Maxi Cab,0
2016-11,Mobile Clinic,0
2016-11,Mobile Workshop,0
2016-11,Moped,3
2016-11,Motor Cab,32
2016-11,Motor Car,69
2016-11,Motor Cycle/Scooter-Sidecar(T),0
2016-11,Motor Cycle/Scooter-Used For Hire,0
2016-11,Motorised Cycle (Cc > 25Cc),0
2016-11,Omni Bus,0
2016-11,Omni Bus (Private Use),0
2016-11,Power Tiller (Commercial),0
2016-11,Private Service Vehicle,0
2016-11,Private Service Vehicle (Individual Use),0
2016-11,Recovery Vehicle,0
2016-11,Road Roller,0
2016-11,Snorked Ladders,0
2016-11,Three Wheeler (Goods),4
2016-11,Three Wheeler (Passenger),164
2016-11,Three Wheeler (Personal),2
2016-11,Tow Truck,0
2016-11,Tower Wagon,0
2016-11,Tractor (Commercial),0
2016-11,Tractor-Trolley(Commercial),0
2016-11,Trailer (Agricultural),7
2016-11,Trailer (Commercial),0
2016-11,Trailer For Personal Use,0
2016-11,Vehicle Fitted With Compressor,0
2016-11,Vehicle Fitted With Generator,0
2016-11,Vehicle Fitted With Rig,0
2016-12,Adapted Vehicle,1
2016-12,Agricultural Tractor,2
2016-12,Ambulance,0
2016-12,Animal Ambulance,0
2016-12,Articulated Vehicle,0
2016-12,Breakdown Van,0
2016-12,Bus,0
2016-12,Camper Van / Trailer,0
2016-12,Camper Van / Trailer (Private Use),0
2016-12,Cash Van,0
2016-12,Construction Equipment Vehicle,9
2016-12,Construction Equipment Vehicle (Commercial),0
2016-12,Crane Mounted Vehicle,0
2016-12,Dumper,0
2016-12,E-Rickshaw With Cart (G),52
2016-12,E-Rickshaw(P),4187
2016-12,Earth Moving Equipment,1
2016-12,Educational Institution Bus,0
2016-12,Excavator (Commercial),1
2016-12,Excavator (Nt),0
2016-12,Fire Fighting Vehicle,0
2016-12,Fire Tenders,0
2016-12,Fork Lift,0
2016-12,Goods Carrier,2
2016-12,Harvester,0
2016-12,Hearses,0
2016-12,Luxury Cab,0
2016-12,M-Cycle/Scooter,135
2016-12,M-Cycle/Scooter-With Side Car,0
2016-12,Maxi Cab,0
2016-12,Mobile Canteen,0
2016-12,Mobile Clinic,0
2016-12,Mobile Workshop,0
2016-12,Moped,4
2016-12,Motor Cab,4
2016-12,Motor Car,30
2016-12,Motor Cycle/Scooter-Sidecar(T),0
2016-12,Motor Cycle/Scooter-Used For Hire,0
2016-12,Motorised Cycle (Cc > 25Cc),0
2016-12,Omni Bus,0
2016-12,Omni Bus (Private Use),0
2016-12,Power Tiller (Commercial),0
2016-12,Private Service Vehicle,0
2016-12,Private Service Vehicle (Individual Use),0
2016-12,Recovery Vehicle,0
2016-12,Road Roller,0
2016-12,Three Wheeler (Goods),4
2016-12,Three Wheeler (Passenger),72
2016-12,Three Wheeler (Personal),0
2016-12,Tow Truck,0
2016-12,Tower Wagon,0
2016-12,Tractor (Commercial),0
2016-12,Tractor-Trolley(Commercial),0
2016-12,Trailer (Agricultural),4
2016-12,Trailer (Commercial),0
2016-12,Trailer For Personal Use,0
2016-12,Vehicle Fitted With Compressor,0
2016-12,Vehicle Fitted With Generator,0
2016-12,Vehicle Fitted With Rig,0
2017-01,Adapted Vehicle,0
2017-01,Agricultural Tractor,2
2017-01,Ambulance,0
2017-01,Animal Ambulance,0
2017-01,Articulated Vehicle,0
2017-01,Breakdown Van,0
2017-01,Bulldozer,0
2017-01,Bus,0
2017-01,Camper Van / Trailer,0
2017-01,Camper Van / Trailer (Private Use),0
2017-01,Cash Van,0
2017-01,Construction Equipment Vehicle,6
2017-01,Construction Equipment Vehicle (Commercial),0
2017-01,Crane Mounted Vehicle,0
2017-01,Dumper,0
2017-01,E-Rickshaw With Cart (G),22
2017-01,E-Rickshaw(P),4225
2017-01,Earth Moving Equipment,0
2017-01,Educational Institution Bus,0
2017-01,Excavator (Commercial),0
2017-01,Excavator (Nt),0
2017-01,Fire Fighting Vehicle,0
2017-01,Fire Tenders,0
2017-01,Fork Lift,7
2017-01,Goods Carrier,9
2017-01,Harvester,0
2017-01,Hearses,0
2017-01,Library Van,0
2017-01,Luxury Cab,0
2017-01,M-Cycle/Scooter,108
2017-01,M-Cycle/Scooter-With Side Car,0
2017-01,Maxi Cab,1
2017-01,Mobile Canteen,0
2017-01,Mobile Clinic,0
2017-01,Mobile Workshop,0
2017-01,Moped,2
2017-01,Motor Cab,21
2017-01,Motor Car,65
2017-01,Motor Cycle/Scooter-Sidecar(T),0
2017-01,Motor Cycle/Scooter-Used For Hire,0
2017-01,Motorised Cycle (Cc > 25Cc),0
2017-01,Omni Bus,0
2017-01,Omni Bus (Private Use),0
2017-01,Power Tiller,0
2017-01,Power Tiller (Commercial),0
2017-01,Private Service Vehicle,0
2017-01,Private Service Vehicle (Individual Use),0
2017-01,Recovery Vehicle,0
2017-01,Road Roller,0
2017-01,Three Wheeler (Goods),0
2017-01,Three Wheeler (Passenger),107
2017-01,Three Wheeler (Personal),0
2017-01,Tow Truck,0
2017-01,Tractor (Commercial),1
2017-01,Tractor-Trolley(Commercial),0
2017-01,Trailer (Agricultural),6
2017-01,Trailer (Commercial),0
2017-01,Trailer For Personal Use,0
2017-01,Vehicle Fitted With Compressor,0
2017-01,Vehicle Fitted With Generator,0
2017-01,Vehicle Fitted With Rig,0
2017-02,Adapted Vehicle,0
2017-02,Agricultural Tractor,2
2017-02,Ambulance,0
2017-02,Animal Ambulance,0
2017-02,Articulated Vehicle,0
2017-02,Breakdown Van,0
2017-02,Bus,0
2017-02,Camper Van / Trailer,0
2017-02,Camper Van / Trailer (Private Use),0
2017-02,Cash Van,0
2017-02,Construction Equipment Vehicle,8
2017-02,Construction Equipment Vehicle (Commercial),0
2017-02,Crane Mounted Vehicle,0
2017-02,Dumper,0
2017-02,E-Rickshaw With Cart (G),40
2017-02,E-Rickshaw(P),4133
2017-02,Earth Moving Equipment,0
2017-02,Educational Institution Bus,0
2017-02,Excavator (Commercial),0
2017-02,Excavator (Nt),0
2017-02,Fire Fighting Vehicle,0
2017-02,Fire Tenders,0
2017-02,Fork Lift,2
2017-02,Goods Carrier,26
2017-02,Harvester,0
2017-02,Hearses,0
2017-02,Library Van,0
2017-02,Luxury Cab,0
2017-02,M-Cycle/Scooter,70
2017-02,M-Cycle/Scooter-With Side Car,0
2017-02,Maxi Cab,0
2017-02,Mobile Clinic,0
2017-02,Mobile Workshop,0
2017-02,Moped,6
2017-02,Motor Cab,21
2017-02,Motor Car,50
2017-02,Motor Cycle/Scooter-Sidecar(T),0
2017-02,Motor Cycle/Scooter-Used For Hire,0
2017-02,Motorised Cycle (Cc > 25Cc),0
2017-02,Omni Bus,0
2017-02,Omni Bus (Private Use),0
2017-02,Power Tiller,0
2017-02,Power Tiller (Commercial),0
2017-02,Private Service Vehicle,0
2017-02,Private Service Vehicle (Individual Use),0
2017-02,Recovery Vehicle,0
2017-02,Road Roller,0
2017-02,Three Wheeler (Goods),5
2017-02,Three Wheeler (Passenger),33
2017-02,Three Wheeler (Personal),0
2017-02,Tow Truck,0
2017-02,Tower Wagon,0
2017-02,Tractor (Commercial),0
2017-02,Tractor-Trolley(Commercial),0
2017-02,Trailer (Agricultural),5
2017-02,Trailer (Commercial),10
2017-02,Trailer For Personal Use,0
2017-02,Vehicle Fitted With Compressor,0
2017-02,Vehicle Fitted With Generator,0
2017-02,Vehicle Fitted With Rig,0
2017-03,Adapted Vehicle,0
2017-03,Agricultural Tractor,3
2017-03,Ambulance,0
2017-03,Animal Ambulance,0
2017-03,Articulated Vehicle,0
2017-03,Auxiliary Trailer,0
2017-03,Breakdown Van,0
2017-03,Bulldozer,0
2017-03,Bus,0
2017-03,Camper Van / Trailer,0
2017-03,Camper Van / Trailer (Private Use),0
2017-03,Cash Van,0
2017-03,Construction Equipment Vehicle,12
2017-03,Construction Equipment Vehicle (Commercial),0
2017-03,Crane Mounted Vehicle,0
2017-03,Dumper,0
2017-03,E-Rickshaw With Cart (G),69
2017-03,E-Rickshaw(P),5393
2017-03,Earth Moving Equipment,0
2017-03,Educational Institution Bus,0
2017-03,Excavator (Commercial),0
2017-03,Excavator (Nt),0
2017-03,Fire Fighting Vehicle,0
2017-03,Fire Tenders,0
2017-03,Fork Lift,10
2017-03,Goods Carrier,27
2017-03,Harvester,0
2017-03,Hearses,0
2017-03,Library Van,0
2017-03,Luxury Cab,0
2017-03,M-Cycle/Scooter,118
2017-03,M-Cycle/Scooter-With Side Car,0
2017-03,Maxi Cab,0
2017-03,Mobile Canteen,0
2017-03,Mobile Clinic,1
2017-03,Mobile Workshop,0
2017-03,Moped,13
2017-03,Motor Cab,58
2017-03,Motor Car,61
2017-03,Motor Cycle/Scooter-Sidecar(T),0
2017-03,Motor Cycle/Scooter-Used For Hire,0
2017-03,Motor Cycle/Scooter-With Trailer,0
2017-03,Motorised Cycle (Cc > 25Cc),1
2017-03,Omni Bus,0
2017-03,Omni Bus (Private Use),0
2017-03,Power Tiller (Commercial),0
2017-03,Private Service Vehicle,0
2017-03,Private Service Vehicle (Individual Use),0
2017-03,Recovery Vehicle,0
2017-03,Road Roller,0
2017-03,Three Wheeler (Goods),4
2017-03,Three Wheeler (Passenger),39
2017-03,Three Wheeler (Personal),0
2017-03,Tow Truck,0
2017-03,Tractor (Commercial),0
2017-03,Tractor-Trolley(Commercial),0
2017-03,Trailer (Agricultural),8
2017-03,Trailer (Commercial),175
2017-03,Trailer For Personal Use,0
2017-03,Tree Trimming Vehicle,0
2017-03,Vehicle Fitted With Compressor,0
2017-03,Vehicle Fitted With Generator,0
2017-03,Vehicle Fitted With Rig,0
2017-03,X-Ray Van,0
2017-04,Adapted Vehicle,1
2017-04,Agricultural Tractor,2
2017-04,Ambulance,0
2017-04,Animal Ambulance,0
2017-04,Articulated Vehicle,0
2017-04,Breakdown Van,0
2017-04,Bus,0
2017-04,Camper Van / Trailer,0
2017-04,Camper Van / Trailer (Private Use),0
2017-04,Cash Van,0
2017-04,Construction Equipment Vehicle,11
2017-04,Construction Equipment Vehicle (Commercial),0
2017-04,Crane Mounted Vehicle,0
2017-04,Dumper,0
2017-04,E-Rickshaw With Cart (G),82
2017-04,E-Rickshaw(P),4594
2017-04,Earth Moving Equipment,0
2017-04,Educational Institution Bus,0
2017-04,Excavator (Commercial),0
2017-04,Excavator (Nt),0
2017-04,Fire Fighting Vehicle,0
2017-04,Fire Tenders,0
2017-04,Fork Lift,0
2017-04,Goods Carrier,25
2017-04,Harvester,0
2017-04,Hearses,0
2017-04,Luxury Cab,0
2017-04,M-Cycle/Scooter,93
2017-04,M-Cycle/Scooter-With Side Car,0
2017-04,Maxi Cab,1
2017-04,Mobile Canteen,0
2017-04,Mobile Clinic,0
2017-04,Mobile Workshop,0
2017-04,Moped,2
2017-04,Motor Cab,6
2017-04,Motor Car,76
2017-04,Motor Cycle/Scooter-Sidecar(T),0
2017-04,Motor Cycle/Scooter-Used For Hire,0
2017-04,Motorised Cycle (Cc > 25Cc),0
2017-04,Omni Bus,0
2017-04,Omni Bus (Private Use),0
2017-04,Power Tiller (Commercial),0
2017-04,Private Service Vehicle,0
2017-04,Private Service Vehicle (Individual Use),0
2017-04,Recovery Vehicle,0
2017-04,Road Roller,0
2017-04,Three Wheeler (Goods),39
2017-04,Three Wheeler (Passenger),33
2017-04,Three Wheeler (Personal),1
2017-04,Tow Truck,0
2017-04,Tower Wagon,0
2017-04,Tractor (Commercial),0
2017-04,Tractor-Trolley(Commercial),0
2017-04,Trailer (Agricultural),4
2017-04,Trailer (Commercial),84
2017-04,Trailer For Personal Use,0
2017-04,Tree Trimming Vehicle,0
2017-04,Vehicle Fitted With Compressor,0
2017-04,Vehicle Fitted With Generator,0
2017-04,Vehicle Fitted With Rig,0
2017-05,Adapted Vehicle,0
2017-05,Agricultural Tractor,0
2017-05,Ambulance,0
2017-05,Animal Ambulance,0
2017-05,Articulated Vehicle,0
2017-05,Auxiliary Trailer,0
2017-05,Breakdown Van,0
2017-05,Bus,2
2017-05,Camper Van / Trailer,0
2017-05,Camper Van / Trailer (Private Use),0
2017-05,Cash Van,0
2017-05,Construction Equipment Vehicle,22
2017-05,Construction Equipment Vehicle (Commercial),0
2017-05,Crane Mounted Vehicle,0
2017-05,Dumper,0
2017-05,E-Rickshaw With Cart (G),149
2017-05,E-Rickshaw(P),6541
2017-05,Earth Moving Equipment,0
2017-05,Educational Institution Bus,0
2017-05,Excavator (Commercial),0
2017-05,Excavator (Nt),0
2017-05,Fire Fighting Vehicle,0
2017-05,Fire Tenders,0
2017-05,Fork Lift,0
2017-05,Goods Carrier,32
2017-05,Harvester,0
2017-05,Hearses,0
2017-05,Library Van,0
2017-05,Luxury Cab,0
2017-05,M-Cycle/Scooter,88
2017-05,M-Cycle/Scooter-With Side Car,0
2017-05,Maxi Cab,0
2017-05,Mobile Clinic,0
2017-05,Mobile Workshop,0
2017-05,Moped,3
2017-05,Motor Cab,87
2017-05,Motor Car,68
2017-05,Motor Cycle/Scooter-Sidecar(T),0
2017-05,Motor Cycle/Scooter-Used For Hire,0
2017-05,Motorised Cycle (Cc > 25Cc),0
2017-05,Omni Bus,0
2017-05,Omni Bus (Private Use),0
2017-05,Power Tiller,0
2017-05,Power Tiller (Commercial),0
2017-05,Private Service Vehicle,0
2017-05,Private Service Vehicle (Individual Use),0
2017-05,Recovery Vehicle,0
2017-05,Road Roller,0
2017-05,Three Wheeler (Goods),6
